5.02561 7.95911
3.60359 5.244
-4.41115 -3.27903
-8.59358 -1.66114
-3.20075 5.41174
3.8521 -2.93805
5.07095 2.56534
1.77698 -5.99439
7.53305 7.99998
5.30807 -3.32651
0.922663 -8.20543
-8.05214 -9.80315
3.9711 4.2757
6.5668 7.51134
-2.47139 -2.20089
-5.84129 2.33014
-9.54056 9.06077
-6.66444 6.16102
8.04443 2.95381
-4.75391 2.44255
-5.56321 4.20337
-0.595523 -1.91821
-6.18177 -5.76721
-5.94783 6.85849
0.491054 -9.1075
-4.27303 2.30924
-4.67179 2.59832
0.763674 -10.1897
-6.11672 -5.9502
3.80877 1.66629
6.61519 -8.21536
-1.71575 -5.05986
2.5968 -5.25488
-1.16282 -7.95874
-3.56393 -4.29453
-3.52604 -8.473
-3.09653 0.835204
2.09638 9.528
3.30654 8.69068
1.88503 -8.47718
7.2911 -1.91017
-2.16487 1.29033
4.95394 -1.73509
3.84693 1.43978
-5.87664 4.37416
8.90879 -8.17567
8.4441 -0.866811
9.34973 -0.442744
1.39565 -4.78879
-0.0772688 5.56811
-9.76926 -2.71962
