0 0
-0.829898 0.557915
0.725262 -0.688473
-1.18553 1.49254
-2.16429 1.69753
1.4766 -0.0285532
0.968673 -1.6584
1.8847 -2.05952
2.86807 -1.87793
0.555262 -2.56894
1.96438 0.84441
3.86625 -1.93815
1.95851 1.84439
4.27845 -2.84925
0.0867122 -1.18707
-0.902877 -1.33099
-1.79666 -1.77949
2.42116 2.73093
0.389479 -3.5551
-2.88823 2.38739
-3.62123 3.06763
-4.59292 3.30389
-0.128416 -4.41055
-5.4368 3.84042
-2.76426 -2.03198
3.39649 2.51018
-3.71415 -2.34457
5.26765 -2.70268
4.03728 3.27789
4.79714 3.92799
1.53419 -2.77317
2.84027 0.361889
-5.47677 4.83962
6.16584 -3.14229
-0.584305 -0.811534
0.738862 -4.90837
-2.90351 -1.04172
0.966209 -1.66407
-4.60969 -1.8996
4.00463 4.53785
-5.60857 -1.94696
-2.98607 3.84001
7.07821 -2.73294
-5.59181 5.83298
3.45163 5.37103
-6.24756 -2.71618
5.92565 -4.11301
-2.58909 -3.01651
-6.9276 -3.44936
-0.804626 -5.14726
5.01044 -4.51599
4.16581 6.07099
-4.80685 6.45253
-1.34508 -5.98863
6.89077 -4.37485
8.03319 -2.43627
2.48695 3.72877
4.44787 -3.8348
-3.89958 6.87309
-4.36778 5.55407
-7.45896 -4.2965
-2.34507 -5.99243
-7.78326 -5.24246
-1.13068 -1.03353
-6.39091 5.23179
7.18375 -5.33096
-2.63958 -2.00626
7.0307 -6.31918
-2.72235 -6.91853
-4.33429 7.77366
-8.7566 -5.47183
2.84828 1.38798
-8.52891 -4.49809
-2.95206 7.19277
-6.42677 3.69913
-7.17203 3.03235
1.69956 4.34521
-6.81411 2.0986
-3.83169 2.05589
0.919518 4.97095
-3.72028 -6.85416
3.52363 6.83755
-7.68558 -2.79709
-6.85707 6.11649
5.06805 6.50222
-3.8822 4.67988
4.75104 5.20333
-1.1084 -6.96022
3.77277 7.80602
-7.76689 1.79494
0.170072 0.56564
0.0320766 5.43187
8.16809 -5.15467
-4.38096 8.77257
-3.14768 -7.82356
-6.78395 -5.20535
-4.00467 -7.81286
-4.08244 -6.81589
-3.27027 -6.83111
-8.68558 -2.79855
-4.78395 -8.43955
-1.98734 7.45605
-8.74593 1.59125
-5.28836 7.47411
3.03797 3.31488
-6.16654 -4.09805
-5.42748 3.66141
-7.28228 0.920212
-0.395584 -4.23474
7.74778 -7.01616
-5.32232 9.10999
0.171748 -4.93117
7.67292 -1.50342
-5.83848 2.89048
8.86836 -4.44079
-4.17565 -9.23326
-3.34894 7.94423
-5.78421 -5.18239
-3.769 9.56346
2.2643 2.68129
-2.14774 -7.81331
6.0569 6.6511
-6.98488 7.10829
-1.65947 -8.68601
4.41239 8.57471
6.94798 6.19724
7.90357 6.49194
5.35712 8.90256
-0.390434 -6.26414
1.8893 4.72696
-6.97879 -0.0326232
-1.17619 1.85138
-5.19722 -9.35015
1.52319 -1.12715
5.63901 3.38832
8.61267 5.78684
-2.6048 6.255
8.73232 -7.19136
5.43252 7.90541
4.67962 8.16704
-2.20151 -9.52637
-5.19264 -4.32502
-4.79244 2.33332
-6.1137 -9.75024
-2.07795 2.97343
-0.00652334 6.43112
-7.98389 7.06371
8.48459 7.30582
5.39963 2.4174
-7.0896 -9.53202
6.35351 -7.055
8.47481 -6.22509
9.26189 -5.60824
-9.33101 2.40222
2.37529 -3.31404
2.69159 7.39226
-7.122 -3.35498
8.42078 8.30378
-0.997645 7.31284
-3.00306 -5.23939
0.99324 6.45289
-4.89373 -6.23124
-4.46673 2.53365
4.79694 -1.99417
2.42317 8.35557
3.95627 4.59642
8.77786 6.34979
-9.28841 -3.59642
-9.06036 0.641968
-0.115399 7.78363
3.74689 0.78383
-4.27392 7.56421
-4.71397 -2.32598
-7.574 -6.22032
-3.47772 6.00991
-5.91449 9.9158
-4.002 -5.19347
4.56298 -2.65549
6.30829 -2.0948
-3.08297 -9.05412
-9.41954 -0.291298
-6.57644 -0.948107
6.2853 -4.13512
3.20491 2.72367
-2.4142 -6.31423
-4.81709 3.33302
7.62212 8.90556
6.42756 2.77334
-8.97365 7.20643
-1.66826 8.40378
-5.63557 -4.94544
7.92625 -4.18435
9.84842 -4.24207
-0.672852 -8.84905
-8.15937 2.7147
5.17717 8.87226
-6.4969 5.40776
-2.16252 -4.69764
-5.3801 8.81401
-1.62841 -2.73884
-3.84596 3.31765
-0.0817876 -9.65568
1.73508 -4.99527
6.01427 6.55529
7.47569 -6.18295
-6.0856 -3.87488
-4.16923 3.72196
0.807746 -9.19881
0.972114 0.968513
3.81812 -0.21363
8.41759 -6.51885
-5.78482 -6.68505
6.78193 7.33983
2.21936 7.37656
2.88576 7.60769
-8.5847 -1.80365
-1.46077 -8.54
2.27292 -4.30878
0.856506 5.92597
-7.40885 5.2825
1.55096 -9.86787
-0.933298 5.171
7.8502 -6.07651
5.45515 -2.61647
-1.04841 7.80017
2.25215 3.0274
3.27273 -4.28914
5.67722 4.82627
-2.10581 0.699246
-9.02283 8.20522
-9.39225 -2.39345
7.30051 2.28554
6.77036 -7.22747
-5.49404 -2.95168
-2.96626 -1.06112
-6.10379 0.451505
0.591305 8.49114
5.3298 -1.62436
4.00474 -0.182354
6.99637 6.99374
-7.09172 -3.25227
-6.02796 -4.02564
1.11346 9.34399
-3.74393 8.00174
-9.58466 -1.79442
7.15193 -4.81714
-8.4068 0.650509
-6.87673 8.10242
5.4508 5.91771
4.47353 7.3063
